Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Air Astra,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2025-01-31 19:09:00,2025-01-31 21:54:08,2.752263610410564,Direct,Boeing 737,Economy,Travel Agency,30005.84564201651,10500.876846302475,40506.722488318985,Regular,6.0
Saudia,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-07-12 00:29:00,2025-07-12 01:12:49,0.7305482337110867,Direct,Airbus A320,Business,Travel Agency,5688.935870614864,200.0,5888.935870614864,Regular,71.0
Malaysian Airlines,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-12-28 19:33:00,2025-12-29 09:50:22,14.289715151929038,1 Stop,Boeing 777,Economy,Online Website,35035.769603925044,11255.365440588756,46291.1350445138,Winter Holidays,84.0
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",SPD,Saidpur Airport,2025-03-26 17:09:00,2025-03-26 17:58:40,0.8280525578083993,Direct,Airbus A320,Economy,Direct Booking,3165.6211928764496,200.0,3365.6211928764496,Regular,50.0
Cathay Pacific,BZL,Barisal Airport,DXB,Dubai International Airport,2026-02-02 04:22:00,2026-02-02 08:35:17,4.221459816364176,Direct,Boeing 737,Business,Online Website,111664.37763098053,20749.65664464708,132414.0342756276,Winter Holidays,55.0
FlyDubai,CXB,Cox's Bazar Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-07-14 04:14:00,2025-07-14 06:11:50,1.964049468364716,Direct,Boeing 787,First Class,Online Website,259385.007893847,44907.75118407705,304292.75907792407,Regular,20.0
NovoAir,CXB,Cox's Bazar Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2026-02-28 04:21:00,2026-02-28 05:17:44,0.9456944500859688,Direct,Airbus A320,Business,Online Website,6423.41230572416,200.0,6623.41230572416,Winter Holidays,71.0
Vistara,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2025-04-04 04:11:00,2025-04-04 08:47:40,4.611234230680221,Direct,Boeing 787,First Class,Travel Agency,217827.88135574124,36674.18220336118,254502.0635591024,Regular,56.0
IndiGo,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-06-16 04:41:00,2025-06-16 07:33:57,2.882579331609596,Direct,Boeing 737,Economy,Travel Agency,57404.75658674811,14610.713488012216,72015.47007476032,Regular,28.0
FlyDubai,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-02-27 21:27:00,2025-02-28 03:35:54,6.148477713473982,2 Stops,Boeing 777,First Class,Online Website,136445.53587647737,24466.83038147161,160912.36625794898,Regular,30.0
Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",CGP,"Shah Amanat International Airport, Chittagong",2025-09-26 23:10:00,2025-09-27 00:31:48,1.3635809683905986,Direct,Airbus A320,Economy,Travel Agency,4109.665222082296,200.0,4309.665222082296,Regular,6.0
IndiGo,CXB,Cox's Bazar Airport,YYZ,Toronto Pearson International Airport,2025-02-25 01:37:00,2025-02-25 16:07:11,14.503109959289027,1 Stop,Airbus A350,Business,Travel Agency,116948.73041386904,23542.309562080354,140491.0399759494,Regular,10.0
British Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2026-01-15 02:49:00,2026-01-15 06:03:13,3.237103589914497,Direct,Boeing 737,Business,Direct Booking,101484.99148841754,21222.74872326263,122707.74021168015,Winter Holidays,34.0
AirAsia,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-03-22 14:29:00,2025-03-22 17:53:04,3.401282939488876,Direct,Boeing 737,Economy,Direct Booking,48917.059889158976,11337.558983373843,60254.618872532825,Regular,78.0
NovoAir,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-12-23 15:15:00,2025-12-23 17:06:37,1.8604144457657144,1 Stop,Boeing 787,First Class,Online Website,180128.74297878522,29019.31144681778,209148.054425603,Winter Holidays,88.0
Air Arabia,SPD,Saidpur Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2026-01-17 04:25:00,2026-01-17 05:37:02,1.2006565065440828,Direct,Airbus A320,Economy,Direct Booking,10886.762265722706,3633.014339858406,14519.776605581112,Winter Holidays,66.0
US-Bangla Airlines,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-11-01 13:23:00,2025-11-01 13:54:48,0.5302471404814414,Direct,Airbus A320,Business,Online Website,9572.871338272294,200.0,9772.871338272294,Regular,5.0
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",SPD,Saidpur Airport,2025-12-13 17:19:00,2025-12-13 18:14:59,0.9332888125893531,Direct,Airbus A320,First Class,Direct Booking,12943.925822630255,200.0,13143.925822630255,Winter Holidays,60.0
FlyDubai,BZL,Barisal Airport,IST,Istanbul Airport,2025-08-08 08:52:00,2025-08-08 15:54:47,7.046571691580328,1 Stop,Airbus A350,First Class,Travel Agency,114599.37004325876,21189.905506488813,135789.27554974757,Regular,69.0
Singapore Airlines,JSR,Jessore Airport,DOH,"Hamad International Airport, Doha",2025-08-12 20:39:00,2025-08-13 01:11:21,4.539442690845061,Direct,Boeing 787,Economy,Direct Booking,29948.336907892768,8492.250536183914,38440.58744407668,Regular,60.0
Thai Airways,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-05-13 10:34:00,2025-05-13 11:04:00,0.5,Direct,Airbus A320,First Class,Travel Agency,9932.607782603274,200.0,10132.607782603274,Regular,36.0
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-12-02 07:43:00,2025-12-02 22:49:56,15.115826152683049,1 Stop,Boeing 777,Business,Travel Agency,41868.78636196841,12280.31795429526,54149.10431626366,Winter Holidays,87.0
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2025-12-12 00:01:00,2025-12-12 01:53:01,1.867167560821464,Direct,Boeing 737,Business,Direct Booking,36868.2069180452,7530.23103770678,44398.43795575198,Winter Holidays,72.0
NovoAir,SPD,Saidpur Airport,YYZ,Toronto Pearson International Airport,2025-04-29 22:04:00,2025-04-30 11:29:45,13.4293119250223,1 Stop,Airbus A350,Business,Travel Agency,73944.82243612705,17091.723365419057,91036.5458015461,Regular,78.0
AirAsia,JSR,Jessore Airport,IST,Istanbul Airport,2025-05-11 03:51:00,2025-05-11 10:57:08,7.102263155790443,1 Stop,Boeing 777,First Class,Direct Booking,141868.81447665588,25280.32217149838,167149.13664815426,Regular,7.0
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-09-01 05:08:00,2025-09-01 06:07:45,0.9960656485500392,Direct,Airbus A320,Economy,Direct Booking,2448.1675434522376,200.0,2648.1675434522376,Regular,56.0
Etihad Airways,CXB,Cox's Bazar Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-11-13 00:55:00,2025-11-13 01:25:00,0.5,Direct,Airbus A320,Economy,Travel Agency,2139.019334384251,200.0,2339.019334384251,Regular,36.0
Qatar Airways,CGP,"Shah Amanat International Airport, Chittagong",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-08-08 04:11:00,2025-08-08 04:55:58,0.749717547042866,Direct,Airbus A320,Business,Online Website,6625.971542587165,200.0,6825.971542587165,Regular,41.0
US-Bangla Airlines,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-11-11 20:11:00,2025-11-11 22:41:07,2.502145778027507,Direct,Boeing 737,Economy,Online Website,37202.75562304144,11580.413343456215,48783.16896649766,Regular,62.0
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-09-20 14:38:00,2025-09-20 23:09:50,8.530715989035322,2 Stops,Airbus A350,First Class,Travel Agency,194111.58779220752,35116.73816883113,229228.32596103864,Regular,89.0
NovoAir,RJH,"Shah Makhdum Airport, Rajshahi",CGP,"Shah Amanat International Airport, Chittagong",2026-02-05 18:36:00,2026-02-05 19:57:31,1.3586894521846014,Direct,Airbus A320,First Class,Online Website,11819.82855039487,200.0,12019.82855039487,Winter Holidays,50.0
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",RJH,"Shah Makhdum Airport, Rajshahi",2025-12-15 05:59:00,2025-12-15 07:17:10,1.3028983181121905,Direct,Airbus A320,Economy,Travel Agency,4476.900551703539,200.0,4676.900551703539,Winter Holidays,89.0
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-06-20 03:40:00,2025-06-20 18:36:21,14.939189876088978,1 Stop,Airbus A350,Economy,Travel Agency,26112.38599410101,9916.857899115152,36029.24389321616,Regular,28.0
Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-03-14 20:11:00,2025-03-15 02:46:16,6.587811951481251,1 Stop,Airbus A350,First Class,Travel Agency,180543.02943002764,31081.454414504147,211624.4838445318,Regular,29.0
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2025-06-18 05:09:00,2025-06-18 10:13:16,5.071229995426736,1 Stop,Boeing 777,First Class,Online Website,237920.11699330955,39688.01754899643,277608.13454230595,Regular,20.0
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,JFK,"John F. Kennedy International Airport, New York",2026-02-11 05:17:00,2026-02-11 21:00:01,15.71702527370679,1 Stop,Boeing 777,First Class,Online Website,61239.6932263068,15185.95398394602,76425.64721025282,Winter Holidays,66.0
SriLankan Airlines,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-04-03 08:21:00,2025-04-03 10:44:31,2.392128629892578,1 Stop,Boeing 787,Economy,Direct Booking,32278.109781826453,10841.716467273967,43119.82624910042,Regular,74.0
Thai Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",BZL,Barisal Airport,2025-11-21 01:46:00,2025-11-21 02:16:00,0.5,Direct,Airbus A320,Economy,Travel Agency,3990.5925649329374,200.0,4190.592564932938,Regular,85.0
Lufthansa,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-03-11 13:53:00,2025-03-11 23:12:24,9.323411251856504,1 Stop,Airbus A350,Business,Travel Agency,117834.07022860028,23675.11053429004,141509.18076289032,Regular,60.0
NovoAir,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-08-26 08:43:00,2025-08-26 11:39:56,2.9490550370214943,Direct,Boeing 787,First Class,Direct Booking,201792.3268844684,36268.84903267026,238061.17591713867,Regular,31.0
Etihad Airways,RJH,"Shah Makhdum Airport, Rajshahi",CXB,Cox's Bazar Airport,2025-07-19 22:49:00,2025-07-20 00:19:42,1.511773600314859,Direct,Airbus A320,Business,Direct Booking,7583.432455908578,200.0,7783.432455908578,Regular,43.0
Thai Airways,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-12-15 09:47:00,2025-12-15 14:12:55,4.432059835453906,1 Stop,Boeing 737,Economy,Online Website,13927.783169939516,6089.167475490927,20016.950645430443,Winter Holidays,30.0
Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2025-08-27 09:50:00,2025-08-27 10:54:55,1.0820816670018507,Direct,Airbus A320,Economy,Online Website,2701.3617030581,200.0,2901.3617030581,Regular,56.0
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-05-16 07:13:00,2025-05-16 21:37:52,14.414592345548789,1 Stop,Boeing 777,Business,Direct Booking,90519.22553378576,19577.88383006786,110097.10936385364,Regular,52.0
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-02-18 20:57:00,2025-02-18 21:39:00,0.7002108064056425,Direct,Airbus A320,First Class,Online Website,14672.478360278805,200.0,14872.478360278805,Regular,18.0
FlyDubai,RJH,"Shah Makhdum Airport, Rajshahi",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-04-25 22:38:00,2025-04-25 23:18:36,0.6768857209375578,Direct,Airbus A320,First Class,Online Website,110626.76158430793,18594.014237646184,129220.7758219541,Regular,76.0
Emirates,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-12-24 14:15:00,2025-12-24 15:10:23,0.9230964722356946,Direct,Airbus A320,First Class,Online Website,11656.584950840564,200.0,11856.584950840564,Winter Holidays,42.0
Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",DEL,"Indira Gandhi International Airport, Delhi",2025-06-29 17:54:00,2025-06-29 20:18:13,2.403639014781507,Direct,Boeing 787,Business,Online Website,47738.13373780697,9160.720060671048,56898.85379847802,Regular,9.0
SriLankan Airlines,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2025-12-14 23:03:00,2025-12-15 08:17:26,9.24056447795266,1 Stop,Airbus A350,Economy,Online Website,54393.04876387861,14158.957314581792,68552.0060784604,Winter Holidays,83.0
US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-06-05 23:20:00,2025-06-06 01:51:58,2.532984053757172,Direct,Boeing 737,Business,Direct Booking,97792.36835681954,20668.85525352293,118461.22361034248,Hajj,24.0
Gulf Air,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-04-25 14:15:00,2025-04-25 21:00:17,6.754807956480549,1 Stop,Boeing 777,Economy,Travel Agency,44384.65507017395,10657.698260526093,55042.35333070004,Regular,79.0
Biman Bangladesh Airlines,BZL,Barisal Airport,JSR,Jessore Airport,2025-08-29 18:45:00,2025-08-29 19:15:00,0.5,Direct,Airbus A320,First Class,Travel Agency,11925.795711774032,200.0,12125.795711774032,Regular,78.0
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",CGP,"Shah Amanat International Airport, Chittagong",2025-10-18 11:32:00,2025-10-18 12:20:55,0.8154979272986083,Direct,Airbus A320,Economy,Travel Agency,2237.2458132243955,200.0,2437.2458132243955,Regular,5.0
Gulf Air,CXB,Cox's Bazar Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-11-17 21:39:00,2025-11-17 22:40:44,1.0291091819208191,Direct,Airbus A320,First Class,Travel Agency,9691.910984783635,200.0,9891.910984783635,Regular,70.0
Air India,RJH,"Shah Makhdum Airport, Rajshahi",JSR,Jessore Airport,2025-04-06 12:08:00,2025-04-06 12:38:02,0.5007957914209683,Direct,Airbus A320,Economy,Travel Agency,2752.466503034804,200.0,2952.466503034804,Regular,77.0
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-10-08 20:34:00,2025-10-08 23:20:29,2.774942732626833,Direct,Boeing 737,Economy,Online Website,25846.110768201703,9876.916615230257,35723.02738343196,Regular,83.0
Lufthansa,ZYL,"Osmani International Airport, Sylhet",SIN,Singapore Changi Airport,2025-12-28 21:28:00,2025-12-29 00:47:45,3.3292560926318617,Direct,Boeing 787,Business,Online Website,82457.55150456248,18368.63272568437,100826.18423024684,Winter Holidays,53.0
Qatar Airways,JSR,Jessore Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-09-22 06:26:00,2025-09-22 08:51:19,2.422128367563499,1 Stop,Boeing 737,Economy,Travel Agency,6466.475188057192,6969.971278208579,13436.44646626577,Regular,64.0
FlyDubai,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-12-17 16:47:00,2025-12-17 19:39:16,2.871328003478049,1 Stop,Boeing 787,Economy,Travel Agency,7929.882835395006,7189.482425309251,15119.365260704257,Winter Holidays,73.0
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-11-16 03:17:00,2025-11-16 18:17:33,15.009192789365889,1 Stop,Boeing 777,First Class,Direct Booking,135314.16124188696,26297.124186283043,161611.28542817,Regular,9.0
IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-05-09 08:22:00,2025-05-09 15:04:06,6.701750386910991,1 Stop,Boeing 777,Economy,Online Website,40416.06842921749,10062.410264382625,50478.47869360012,Regular,5.0
Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-08-30 13:00:00,2025-08-30 13:38:08,0.6355677722889005,Direct,Airbus A320,Business,Direct Booking,5526.259270659161,200.0,5726.259270659161,Regular,87.0
Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",CXB,Cox's Bazar Airport,2025-11-27 17:04:00,2025-11-27 17:34:00,0.5,Direct,Airbus A320,First Class,Travel Agency,11741.665296176656,200.0,11941.665296176656,Regular,78.0
Saudia,JSR,Jessore Airport,ZYL,"Osmani International Airport, Sylhet",2025-10-29 06:12:00,2025-10-29 07:16:37,1.0771066162950815,Direct,Airbus A320,First Class,Direct Booking,11389.324127292572,200.0,11589.324127292572,Regular,56.0
Vistara,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2026-01-16 04:03:00,2026-01-16 04:57:14,0.9041018061925858,Direct,Airbus A320,First Class,Direct Booking,17220.24619175153,200.0,17420.24619175153,Winter Holidays,29.0
Air India,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-05-23 23:32:00,2025-05-24 08:40:02,9.134149288467878,1 Stop,Boeing 777,First Class,Online Website,222234.74464497383,39335.21169674608,261569.9563417199,Regular,33.0
Biman Bangladesh Airlines,RJH,"Shah Makhdum Airport, Rajshahi",ZYL,"Osmani International Airport, Sylhet",2025-06-02 04:43:00,2025-06-02 05:50:28,1.124506256435792,Direct,Airbus A320,Business,Direct Booking,8920.659392026118,200.0,9120.659392026118,Regular,21.0
SriLankan Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-12-27 05:17:00,2025-12-27 13:19:09,8.03607118280942,1 Stop,Airbus A350,Business,Direct Booking,59364.5104725505,14904.676570882575,74269.18704343308,Winter Holidays,73.0
SriLankan Airlines,CXB,Cox's Bazar Airport,DOH,"Hamad International Airport, Doha",2025-10-02 13:31:00,2025-10-02 18:33:05,5.034775216360935,Direct,Boeing 787,Economy,Online Website,41345.70729910139,10201.856094865208,51547.5633939666,Regular,78.0
Etihad Airways,JSR,Jessore Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-04-15 18:25:00,2025-04-15 18:55:00,0.5,Direct,Airbus A320,Economy,Direct Booking,2530.628661920841,200.0,2730.628661920841,Regular,37.0
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-05-28 18:10:00,2025-05-28 18:51:36,0.6934908209723666,Direct,Airbus A320,Economy,Travel Agency,3912.810114697759,200.0,4112.810114697759,Regular,58.0
NovoAir,BZL,Barisal Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-08-14 23:46:00,2025-08-15 00:21:07,0.5854855503202956,Direct,Airbus A320,Business,Direct Booking,5132.408024370311,200.0,5332.408024370311,Regular,51.0
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",DOH,"Hamad International Airport, Doha",2026-01-01 10:48:00,2026-01-01 14:44:22,3.939461410454035,Direct,Boeing 737,First Class,Online Website,199107.8787764176,33866.18181646263,232974.0605928802,Winter Holidays,74.0
NovoAir,BZL,Barisal Airport,SIN,Singapore Changi Airport,2025-12-20 09:56:00,2025-12-20 13:13:57,3.29927548457304,Direct,Boeing 787,Economy,Direct Booking,47447.04471695341,13117.056707543012,60564.10142449642,Winter Holidays,17.0
Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-10-08 17:59:00,2025-10-09 08:08:21,14.155989695533052,1 Stop,Airbus A350,Business,Travel Agency,87400.28605714306,19110.042908571457,106510.32896571452,Regular,86.0
